ntn,name,business,capital
6287998-1,Summit Builders,Pharmaceuticals,50000000.0
2982660-4,Royal Associates,Food & Beverage,50000000.0
9194122-2,Crescent Holdings,Food & Beverage,500000000.0
3460346-2,Apex International,Textile,500000000.0
1184715-0,Global (Pvt) Ltd,Textile,50000000.0
8839323-8,Crescent Associates,Food & Beverage,50000000.0
9924753-1,Metro (Pvt) Ltd,IT Services,50000000.0
9348511-5,Summit Industries,Food & Beverage,50000000.0
9162476-4,Capital Holdings,Food & Beverage,500000000.0
6469627-8,Global (Pvt) Ltd,Food & Beverage,50000000.0
7573807-3,Allied Industries,IT Services,50000000.0
5017091-5,Summit Enterprises,Trading,50000000.0
5265882-0,United Holdings,Textile,50000000.0
4697725-7,Metro International,Real Estate,500000000.0
6728821-6,Pak International,Textile,50000000.0
9056639-5,Metro Holdings,Construction,50000000.0
7268692-7,Capital Associates,Pharmaceuticals,50000000.0
5818068-4,Apex Builders,Real Estate,500000000.0
1653242-2,Capital Traders,IT Services,50000000.0
6814563-3,Summit Traders,IT Services,50000000.0
5867615-6,Summit Associates,Real Estate,50000000.0
3540076-7,Pak Builders,Textile,50000000.0
4356028-5,Global Enterprises,Logistics,50000000.0
6902849-0,Capital International,Trading,50000000.0
9690704-3,United (Pvt) Ltd,Real Estate,500000000.0
4732274-5,Star Industries,Import/Export,50000000.0
6776755-3,Apex Associates,IT Services,50000000.0
1068050-8,Global Holdings,Real Estate,50000000.0
7667554-5,Allied Holdings,Trading,50000000.0
7938432-4,Royal (Pvt) Ltd,Construction,50000000.0
8844615-7,Allied Builders,Logistics,50000000.0
2976289-4,Allied Holdings,Textile,50000000.0
9347199-0,Allied (Pvt) Ltd,Pharmaceuticals,50000000.0
3920445-5,Capital (Pvt) Ltd,Real Estate,50000000.0
7092404-4,Allied Industries,Pharmaceuticals,50000000.0
9412695-3,Crescent Traders,Textile,50000000.0
2697768-5,Capital Associates,IT Services,50000000.0
6273147-0,Metro Holdings,Pharmaceuticals,500000000.0
7533369-2,Summit Builders,Logistics,50000000.0
1764309-4,Capital Enterprises,Trading,50000000.0
1373638-3,United Builders,Food & Beverage,500000000.0
4738693-1,Royal Builders,IT Services,50000000.0
2210866-2,Apex Holdings,Textile,50000000.0
5987483-9,Metro Associates,Food & Beverage,50000000.0
9147306-5,United (Pvt) Ltd,Textile,50000000.0
8591463-6,Apex Enterprises,Pharmaceuticals,500000000.0
8446138-7,Summit International,Import/Export,50000000.0
2556616-5,Capital Associates,Trading,50000000.0
6455645-4,Pak Industries,Real Estate,500000000.0
5903561-3,Summit (Pvt) Ltd,Real Estate,50000000.0
7024208-5,United Industries,Import/Export,500000000.0
3331413-2,Metro Holdings,Import/Export,50000000.0
5848953-8,Royal International,IT Services,50000000.0
2402429-8,Premier Holdings,Construction,500000000.0
8617190-4,Summit Associates,Import/Export,50000000.0
3196590-7,Allied (Pvt) Ltd,Construction,50000000.0
2432069-1,Royal International,Pharmaceuticals,50000000.0
6096482-3,Metro Associates,Textile,50000000.0
8886993-5,Global Builders,Logistics,50000000.0
9981430-6,Capital (Pvt) Ltd,IT Services,50000000.0
7781962-9,Capital Builders,Pharmaceuticals,50000000.0
2587316-4,Pak Builders,Logistics,500000000.0
5759696-2,Summit Holdings,Trading,500000000.0
3797829-3,Global Enterprises,Textile,50000000.0
5778814-1,Global International,Logistics,50000000.0
5111627-2,Global Associates,IT Services,500000000.0
3278655-0,Capital Industries,Construction,50000000.0
1183635-2,Crescent Builders,Pharmaceuticals,50000000.0
6094858-5,Pak Traders,Import/Export,50000000.0
6054608-6,Premier International,Logistics,50000000.0
1733456-1,Summit Industries,Textile,500000000.0
2738624-9,Allied (Pvt) Ltd,IT Services,50000000.0
1988751-2,Crescent Builders,Textile,50000000.0
6100499-7,Summit Industries,Pharmaceuticals,50000000.0
2949573-5,Allied Traders,Textile,50000000.0
2055499-8,Star International,IT Services,50000000.0
2475192-6,Premier Holdings,Logistics,50000000.0
6399720-2,Capital Holdings,Food & Beverage,50000000.0
6297984-7,Capital (Pvt) Ltd,Real Estate,50000000.0
9799245-7,Star Traders,Logistics,50000000.0
1020794-9,Premier Builders,Food & Beverage,50000000.0
6420526-1,Pak Holdings,Pharmaceuticals,50000000.0
2112894-0,Metro Industries,IT Services,500000000.0
8992780-9,Summit Builders,Pharmaceuticals,50000000.0
4956345-7,United Enterprises,Real Estate,500000000.0
2791865-0,Pak Traders,Pharmaceuticals,50000000.0
9447445-9,Global (Pvt) Ltd,Pharmaceuticals,50000000.0
9215405-5,Premier Traders,IT Services,50000000.0
2457271-1,Premier Industries,Trading,50000000.0
6111555-7,United Traders,IT Services,50000000.0
7478524-7,Summit Traders,Logistics,50000000.0
6335933-0,Premier Traders,Pharmaceuticals,50000000.0
5336310-5,United Holdings,Logistics,500000000.0
3194682-1,Crescent International,Pharmaceuticals,50000000.0
4314833-3,Star Traders,Trading,500000000.0
2550778-5,United Builders,Pharmaceuticals,50000000.0
9807007-1,Allied Traders,Real Estate,500000000.0
2407767-4,United Builders,IT Services,50000000.0
7645297-1,Global Builders,Trading,500000000.0
3794256-5,Star Traders,Textile,50000000.0
3287967-0,Summit Traders,Real Estate,50000000.0
1985029-9,Summit Holdings,IT Services,50000000.0
9670740-0,Pak Enterprises,Pharmaceuticals,50000000.0
6225759-7,United Builders,Pharmaceuticals,500000000.0
8945157-9,Allied Builders,Import/Export,50000000.0
1078355-2,Global Traders,Real Estate,50000000.0
4025813-4,Crescent Associates,Real Estate,50000000.0
2610337-8,Global Traders,Real Estate,50000000.0
8595530-7,Global Enterprises,Food & Beverage,50000000.0
7532507-8,Capital Holdings,Pharmaceuticals,500000000.0
3209036-3,Global Holdings,Logistics,50000000.0
5582716-0,Star Holdings,IT Services,50000000.0
6956291-1,Allied Traders,Construction,50000000.0
8506201-2,Crescent Enterprises,Textile,500000000.0
2280613-6,Crescent Enterprises,Import/Export,50000000.0
5022876-0,Apex Industries,Logistics,50000000.0
6222838-8,Crescent Associates,Pharmaceuticals,50000000.0
3290917-3,Apex International,IT Services,50000000.0
6249791-4,Premier Enterprises,Real Estate,500000000.0
9510990-6,Global Associates,Food & Beverage,50000000.0
6226357-9,Crescent Enterprises,Trading,50000000.0
1930205-4,United International,IT Services,50000000.0
3579907-2,Pak International,Food & Beverage,50000000.0
4042359-7,Apex Enterprises,Real Estate,50000000.0
6088466-0,Star (Pvt) Ltd,Textile,50000000.0
1272482-7,Metro Industries,Food & Beverage,50000000.0
1213826-9,Royal (Pvt) Ltd,Import/Export,50000000.0
3287375-7,Apex Enterprises,Textile,50000000.0
7412807-1,Premier Builders,Import/Export,500000000.0
3486429-6,Royal Associates,Logistics,50000000.0
8667522-0,Pak Builders,Logistics,50000000.0
3711326-8,Summit Traders,Food & Beverage,50000000.0
9592114-7,Premier (Pvt) Ltd,Pharmaceuticals,50000000.0
9201757-9,Metro Associates,Pharmaceuticals,50000000.0
8716647-9,Pak Holdings,IT Services,50000000.0
5344172-5,Premier Traders,Pharmaceuticals,50000000.0
5784392-6,Royal Industries,Import/Export,50000000.0
6729860-5,Metro Builders,Logistics,500000000.0
8547727-6,Royal Enterprises,Construction,50000000.0
9851676-6,Pak Enterprises,Pharmaceuticals,50000000.0
6551508-7,Royal Associates,Food & Beverage,50000000.0
4436986-8,Summit Holdings,Construction,50000000.0
5751574-7,Summit Enterprises,Trading,50000000.0
8244969-3,Royal Associates,Textile,50000000.0
4107114-0,Capital (Pvt) Ltd,Food & Beverage,50000000.0
8257716-3,Premier Builders,Food & Beverage,50000000.0
9839624-7,Global International,Logistics,50000000.0
7833683-3,Global (Pvt) Ltd,Food & Beverage,50000000.0
9249552-0,Capital Industries,IT Services,50000000.0
9501664-5,Pak International,Logistics,50000000.0
8974278-9,Star Industries,Import/Export,50000000.0
5832112-5,Capital Builders,Textile,50000000.0
7667679-9,Apex Holdings,Trading,50000000.0
5992911-0,Crescent Builders,Trading,50000000.0
6830367-7,United Holdings,IT Services,500000000.0
6116164-9,Summit Builders,Logistics,500000000.0
8362104-9,Metro Builders,Real Estate,50000000.0
3859551-0,Pak Enterprises,IT Services,500000000.0
3531906-1,Capital (Pvt) Ltd,IT Services,50000000.0
2685037-1,Global (Pvt) Ltd,Construction,50000000.0
5990503-7,Pak Traders,Trading,500000000.0
1554419-9,Apex Associates,Textile,50000000.0
8596330-7,Apex Traders,Textile,50000000.0
7975433-8,Royal Industries,Pharmaceuticals,50000000.0
8273230-0,Capital (Pvt) Ltd,IT Services,500000000.0
1127809-1,Pak Enterprises,IT Services,500000000.0
2027471-4,Premier Associates,Construction,50000000.0
4579805-3,Allied Industries,Construction,500000000.0
3465461-4,Star Enterprises,Pharmaceuticals,50000000.0
3911299-3,Apex International,Food & Beverage,50000000.0
5692106-4,Metro Enterprises,IT Services,50000000.0
4618218-8,Star Builders,Construction,50000000.0
6437131-2,Premier (Pvt) Ltd,Food & Beverage,50000000.0
1227426-8,Global Holdings,Textile,500000000.0
8248368-0,Capital Builders,Food & Beverage,50000000.0
1138996-7,Summit Traders,Construction,500000000.0
3083470-4,Allied Industries,Trading,50000000.0
8725657-7,Royal Associates,Construction,50000000.0
6609103-5,Pak Associates,Real Estate,500000000.0
2679489-0,Allied International,Textile,50000000.0
2613554-6,Metro Associates,Pharmaceuticals,500000000.0
7790607-0,United Associates,Textile,50000000.0
5186817-4,Allied Industries,Trading,50000000.0
3530642-9,Allied Industries,Food & Beverage,500000000.0
2085284-1,Summit Associates,Textile,50000000.0
8136123-2,United International,Real Estate,500000000.0
4125819-9,Premier Associates,IT Services,500000000.0
3901552-4,Star (Pvt) Ltd,Food & Beverage,500000000.0
8752396-4,Metro Builders,Logistics,50000000.0
8151321-9,Metro Traders,Pharmaceuticals,50000000.0
3115443-0,United (Pvt) Ltd,Food & Beverage,500000000.0
4750072-5,Pak Holdings,Trading,50000000.0
8484990-3,Allied Enterprises,Construction,50000000.0
1052952-3,United Holdings,Logistics,50000000.0
3936603-6,Apex Traders,Food & Beverage,50000000.0
3240645-7,Star Industries,Construction,50000000.0
4351237-5,Global Builders,Food & Beverage,500000000.0
5990333-2,Star Enterprises,Trading,50000000.0
6200977-4,Apex (Pvt) Ltd,Pharmaceuticals,50000000.0
4029719-6,Premier Industries,Food & Beverage,50000000.0
5478953-3,United (Pvt) Ltd,Real Estate,50000000.0
6447457-3,Crescent International,Import/Export,50000000.0
9900732-1,Star Traders,Pharmaceuticals,50000000.0
5346614-9,Crescent Associates,Import/Export,50000000.0
1251107-3,Pak Associates,Real Estate,50000000.0
8771452-9,Pak Builders,Textile,500000000.0
6512720-5,Star Associates,Pharmaceuticals,50000000.0
1427638-7,Capital Industries,Real Estate,50000000.0
8609639-9,Royal Builders,Pharmaceuticals,500000000.0
8117755-6,United Traders,Trading,50000000.0
3826669-2,Capital Associates,Pharmaceuticals,50000000.0
1859875-0,Royal Builders,Textile,50000000.0
7408365-6,Premier Enterprises,Textile,50000000.0
1549646-3,Metro International,Food & Beverage,50000000.0
7033749-4,Apex Enterprises,Logistics,500000000.0
3284907-3,Capital Holdings,Food & Beverage,500000000.0
4222058-4,Royal Enterprises,Import/Export,500000000.0
2022425-5,Summit Industries,Logistics,50000000.0
8761715-9,United Traders,Textile,50000000.0
3702106-7,Premier Associates,Trading,50000000.0
8550552-5,Capital Associates,Pharmaceuticals,50000000.0
1562384-2,Global Builders,Construction,500000000.0
9494403-4,United Traders,Trading,50000000.0
6780717-0,Crescent (Pvt) Ltd,Construction,50000000.0
6248048-1,Apex Traders,Food & Beverage,50000000.0
1157507-7,Pak Holdings,IT Services,50000000.0
4663252-1,Metro Traders,Construction,50000000.0
8274757-5,Star (Pvt) Ltd,IT Services,500000000.0
9041936-4,Metro Industries,Food & Beverage,50000000.0
6364633-0,Metro Traders,Textile,50000000.0
2604086-8,Star Holdings,Real Estate,50000000.0
7612617-3,Capital International,Import/Export,50000000.0
2687190-9,Metro International,Import/Export,50000000.0
1160736-6,Apex Traders,Real Estate,500000000.0
4556336-5,Apex International,Construction,50000000.0
9402871-0,Allied International,Import/Export,500000000.0
6340411-7,Global Builders,Import/Export,500000000.0
3293872-2,Crescent Builders,Pharmaceuticals,50000000.0
6921225-2,Summit Builders,Real Estate,50000000.0
4953094-5,Pak (Pvt) Ltd,Real Estate,50000000.0
7266098-9,Capital Builders,Food & Beverage,500000000.0
8250977-4,Global Builders,IT Services,500000000.0
6078759-8,Pak Industries,Construction,50000000.0
8244391-1,Allied Associates,Construction,50000000.0
7297225-8,Summit International,Trading,50000000.0
4698483-5,Premier Holdings,Food & Beverage,50000000.0
3726741-3,Star Associates,Food & Beverage,50000000.0
6746054-5,Crescent International,Food & Beverage,500000000.0
8380976-0,Pak Builders,Trading,50000000.0
9564119-9,Royal (Pvt) Ltd,Pharmaceuticals,50000000.0
3271456-3,Global Enterprises,Trading,500000000.0
3698286-3,Premier Traders,Textile,50000000.0
3272116-8,Apex Associates,Real Estate,50000000.0
6283879-7,United Builders,Pharmaceuticals,50000000.0
2127511-5,Allied Traders,Real Estate,50000000.0
5406049-3,Pak International,Logistics,50000000.0
9662262-7,United Holdings,Real Estate,50000000.0
4650097-6,Apex International,Textile,50000000.0
5422917-2,Global Holdings,Import/Export,50000000.0
7608606-4,Royal (Pvt) Ltd,Real Estate,50000000.0
5290373-5,United International,Real Estate,50000000.0
2719607-5,United International,Food & Beverage,50000000.0
4570119-0,Apex Holdings,Textile,50000000.0
4122254-1,Crescent (Pvt) Ltd,Construction,50000000.0
9292149-4,Royal Industries,Logistics,50000000.0
4843018-3,Global International,Logistics,50000000.0
8081691-2,Pak International,Real Estate,50000000.0
7667256-0,Premier Builders,Pharmaceuticals,500000000.0
9685134-9,Pak (Pvt) Ltd,Real Estate,500000000.0
9885687-2,Global Enterprises,Textile,500000000.0
7774656-6,Star (Pvt) Ltd,Logistics,50000000.0
5507492-0,Premier (Pvt) Ltd,Construction,50000000.0
3322200-6,Premier Enterprises,Construction,50000000.0
1177391-1,Summit (Pvt) Ltd,Import/Export,500000000.0
2569125-0,Global Builders,IT Services,50000000.0
1532752-2,Star Traders,Real Estate,50000000.0
8083109-9,Premier Enterprises,Logistics,50000000.0
8123344-5,Royal Enterprises,Logistics,50000000.0
8743863-1,Metro Industries,Real Estate,50000000.0
3708173-1,Premier Traders,Import/Export,50000000.0
2166217-4,Summit Traders,Trading,50000000.0
6050885-2,United Traders,Real Estate,500000000.0
6418586-2,Apex (Pvt) Ltd,Food & Beverage,50000000.0
6622263-4,United Traders,Real Estate,50000000.0
6746572-7,Apex Enterprises,IT Services,500000000.0
1800784-0,Metro Holdings,Logistics,500000000.0
2169196-7,Royal Holdings,Construction,50000000.0
9017703-1,Premier Holdings,Pharmaceuticals,50000000.0
9410956-4,Summit Holdings,Textile,50000000.0
7698622-7,Allied Associates,Pharmaceuticals,50000000.0
9548007-0,Capital International,Trading,50000000.0
8290467-1,Capital (Pvt) Ltd,Import/Export,50000000.0
3711409-2,Star Enterprises,Logistics,500000000.0
8805883-4,Summit Holdings,Pharmaceuticals,50000000.0
2520632-1,Metro Traders,Construction,500000000.0
8722071-3,Premier Industries,IT Services,50000000.0
7888775-2,United (Pvt) Ltd,Trading,50000000.0
4220663-3,United Industries,Import/Export,50000000.0
5711632-8,Metro Traders,Import/Export,50000000.0
3449722-9,Capital Associates,Construction,50000000.0
9703226-9,Star Associates,Food & Beverage,50000000.0
6355603-4,Premier Enterprises,Trading,50000000.0
4054646-5,Global (Pvt) Ltd,Import/Export,50000000.0
2621278-4,Summit Industries,Pharmaceuticals,50000000.0
8469842-8,Pak Enterprises,Food & Beverage,500000000.0
6032245-8,Metro Associates,Logistics,50000000.0
6481836-3,Royal Holdings,Trading,500000000.0
3965987-7,Apex Industries,Pharmaceuticals,50000000.0
1433704-9,Metro Associates,IT Services,50000000.0
4805889-2,Metro Enterprises,Pharmaceuticals,50000000.0
2017442-2,United Enterprises,Textile,50000000.0
4957745-2,Capital Builders,Construction,50000000.0
5448457-8,Pak (Pvt) Ltd,Logistics,50000000.0
7824209-6,Pak Associates,Real Estate,50000000.0
9996404-1,Crescent Associates,Import/Export,50000000.0
3426284-1,Premier Traders,Logistics,50000000.0
4466949-4,Pak (Pvt) Ltd,Logistics,500000000.0
7844538-2,United Enterprises,IT Services,50000000.0
3559161-3,Capital Enterprises,Real Estate,50000000.0
8149260-0,Crescent International,Construction,50000000.0
9431213-1,Royal International,Pharmaceuticals,500000000.0
7303501-3,Capital Associates,Trading,50000000.0
1077949-1,Metro Associates,Pharmaceuticals,500000000.0
4028932-5,Allied Traders,Textile,50000000.0
2165283-4,Apex Associates,Textile,50000000.0
4649614-8,Pak Traders,Trading,500000000.0
4680591-4,Global Associates,Construction,50000000.0
8024156-3,Royal International,IT Services,50000000.0
9859395-0,Premier International,Real Estate,50000000.0
3839669-6,Apex Traders,Import/Export,50000000.0
4463265-2,Pak (Pvt) Ltd,Textile,50000000.0
2949625-9,Royal Enterprises,Textile,50000000.0
1407215-4,Apex Associates,Import/Export,500000000.0
6758594-3,Summit Industries,IT Services,50000000.0
7353916-9,Crescent Associates,Food & Beverage,50000000.0
4786580-9,Pak International,Logistics,500000000.0
7317168-1,Royal Industries,Import/Export,50000000.0
2185696-2,Apex Enterprises,Logistics,50000000.0
4146526-1,Allied International,Construction,500000000.0
2467479-4,Summit Holdings,Real Estate,500000000.0
5301821-3,Pak Associates,IT Services,50000000.0
9575925-3,Crescent International,Pharmaceuticals,50000000.0
3037336-0,Royal Builders,Import/Export,50000000.0
3985745-5,Crescent (Pvt) Ltd,IT Services,500000000.0
9670664-6,Summit (Pvt) Ltd,Textile,50000000.0
